,taxon_name_w_authors,v10_11_12_13_14_15_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species,v16_chained_accepted_genus,v16_direct_accepted_genus
555292,Billardiera Moench,Verbena L.,Verbena L.,Verbena L.,,Glandularia J.F.Gmel.,,Verbena,Glandularia
555373,Urophyllum longifolium var. annamense Pierre ex Pit.,Urophyllum longifolium (Wight) Hook.f.,Urophyllum longifolium (Wight) Hook.f.,Urophyllum longifolium (Wight) Hook.f.,Urophyllum longifolium,"Urophyllum annamense (Pierre ex Pit.) Yooprasert, Culham & Utteridge",Urophyllum annamense,Urophyllum,Urophyllum
555439,Vanda coerulea var. peetersiana Cogn.,Vanda coerulea Griff. ex Lindl.,Vanda coerulea Griff. ex Lindl.,Vanda coerulea Griff. ex Lindl.,Vanda coerulea,Vanda × peetersiana (Cogn.) André,Vanda × peetersiana,Vanda,Vanda
555444,Vanda cruenta Lodd. ex Sweet,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor,Vanda esquirolii Schltr.,Vanda esquirolii,Vanda,Vanda
555445,Vanda esquirolii Schltr.,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor,Vanda esquirolii Schltr.,Vanda esquirolii,Vanda,Vanda
555446,Vanda guangxiensis Fowlie,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor,Vanda esquirolii Schltr.,Vanda esquirolii,Vanda,Vanda
555559,Glandularia J.F.Gmel.,Verbena L.,Verbena L.,Verbena L.,,Glandularia J.F.Gmel.,,Verbena,Glandularia
555560,Vanilla parishii Rchb.f.,Vanilla aphylla Blume,Vanilla aphylla Blume,Vanilla aphylla Blume,Vanilla aphylla,Vanilla parishii Rchb.f.,Vanilla parishii,Vanilla,Vanilla
555564,Vanilla calyculata Schltr.,Vanilla phaeantha Rchb.f.,Vanilla phaeantha Rchb.f.,Vanilla phaeantha Rchb.f.,Vanilla phaeantha,Vanilla calyculata Schltr.,Vanilla calyculata,Vanilla,Vanilla
555565,Vanilla esquipulensis Archila & Chiron,Vanilla phaeantha Rchb.f.,Vanilla phaeantha Rchb.f.,Vanilla phaeantha Rchb.f.,Vanilla phaeantha,Vanilla calyculata Schltr.,Vanilla calyculata,Vanilla,Vanilla
555596,Vanilla schwackeana Hoehne,Vanilla planifolia Andrews,Vanilla planifolia Andrews,Vanilla planifolia Andrews,Vanilla planifolia,Vanilla schwackeana Hoehne,Vanilla schwackeana,Vanilla,Vanilla
555829,Verbena ciliata var. longidentata L.M.Perry,Glandularia polyantha Umber,Glandularia polyantha Umber,Glandularia polyantha Umber,Glandularia polyantha,Glandularia longidentata (L.M.Perry) G.L.Nesom,Glandularia longidentata,Glandularia,Glandularia
556141,Vitex negundo var. philippinensis Moldenke,Vitex bicolor Willd.,Vitex bicolor Willd.,Vitex bicolor Willd.,Vitex bicolor,"Vitex arvensis Gentallan, Sengun & M.B.Bartolome",Vitex arvensis,Vitex,Vitex
556178,Vitex rufescens Gürke,Vitex ferruginea Schumach. & Thonn.,Vitex ferruginea Schumach. & Thonn.,Vitex ferruginea Schumach. & Thonn.,Vitex ferruginea,Vitex congolensis var. congolensis,Vitex congolensis,Vitex,Vitex
556246,Vitex negundo f. albiflora H.W.Jen & Y.J.Chang,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo,Vitex collium Sengun,Vitex collium,Vitex,Vitex
556249,Agnus-castus incisa var. multifida Carrière,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo,Vitex collium Sengun,Vitex collium,Vitex,Vitex
556256,Vitex negundo var. sichuanensis J.L.Liu,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo,Vitex collium Sengun,Vitex collium,Vitex,Vitex
556258,Vitex leucoxylon Blanco,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo,"Vitex arvensis Gentallan, Sengun & M.B.Bartolome",Vitex arvensis,Vitex,Vitex
556265,Vitex elmeri Moldenke,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo,Vitex elmeri Moldenke,Vitex elmeri,Vitex,Vitex
556268,Vitex incisa var. heterophylla Franch.,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo var. negundo,Vitex negundo,Vitex collium Sengun,Vitex collium,Vitex,Vitex
556386,Voacanga micrantha Pichon,Voacanga bracteata Stapf,Voacanga bracteata Stapf,Voacanga bracteata Stapf,Voacanga bracteata,Voacanga micrantha Pichon,Voacanga micrantha,Voacanga,Voacanga
556414,Huxleya linifolia Ewart & B.Rees,Volkameria aculeata L.,Volkameria aculeata L.,Volkameria aculeata L.,Volkameria aculeata,Volkameria linifolia (Ewart & B.Rees) Mabb. & Y.W.Yuan,Volkameria linifolia,Volkameria,Volkameria
556512,Elaeagia subspicata Standl.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea,Bathysa subspicata (Standl.) C.M.Taylor,Bathysa subspicata,Warszewiczia,Bathysa
556797,Xanthosoma mafaffa var. blandum (Schott) Engl.,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium,Xanthosoma blandum Schott,Xanthosoma blandum,Xanthosoma,Xanthosoma
556818,Xanthosoma blandum Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium,Xanthosoma blandum Schott,Xanthosoma blandum,Xanthosoma,Xanthosoma
556958,Monochilus zollingeri Rchb.f.,Zeuxine gracilis (Breda) Blume,Zeuxine gracilis (Breda) Blume,Zeuxine gracilis (Breda) Blume,Zeuxine gracilis,Zeuxine zollingeri (Rchb.f.) Ormerod & Juswara,Zeuxine zollingeri,Zeuxine,Zeuxine
557068,Zygopetalum velutinum Hoffmanns.,Zygopetalum maculatum (Kunth) Garay,Zygopetalum maculatum (Kunth) Garay,Zygopetalum maculatum (Kunth) Garay,Zygopetalum maculatum,Zygopetalum crinitum subsp. crinitum,Zygopetalum crinitum,Zygopetalum,Zygopetalum
557541,Canthium dicoccum var. abbreviatum Craib,Psydrax dicoccos var. dicoccos,Psydrax dicoccos var. dicoccos,Psydrax dicoccos var. dicoccos,Psydrax dicoccos,Psydrax abbreviatus (Craib) W.J.de Wilde & Duyfjes,Psydrax abbreviatus,Psydrax,Psydrax
558106,Afrothismia gabonensis Dauby & Stévart,Afrothismia saingei T.Franke,Afrothismia saingei T.Franke,Afrothismia saingei T.Franke,Afrothismia saingei,Afrothismia gabonensis Dauby & Stévart,Afrothismia gabonensis,Afrothismia,Afrothismia
558346,Alpinia zingiberina Hook.f.,Alpinia siamensis K.Schum.,Alpinia siamensis K.Schum.,Alpinia siamensis K.Schum.,Alpinia siamensis,Alpinia galanga (L.) Willd.,Alpinia galanga,Alpinia,Alpinia
558408,Amomum dealbatum Roxb.,Amomum maximum Roxb.,Amomum maximum Roxb.,Amomum maximum Roxb.,Amomum maximum,Amomum dealbatum Roxb.,Amomum dealbatum,Amomum,Amomum
558471,Juncus dioicus Steud.,Anarthria gracilis R.Br.,Anarthria gracilis R.Br.,Anarthria gracilis R.Br.,Anarthria gracilis,Anarthria dioica (Steud.) Fomichev,Anarthria dioica,Anarthria,Anarthria
559298,Schoenus erraticus Hook.f.,Bulbostylis schoenoides (Kunth) C.B.Clarke,Bulbostylis schoenoides (Kunth) C.B.Clarke,Bulbostylis schoenoides (Kunth) C.B.Clarke,Bulbostylis schoenoides,Bulbostylis erratica (Hook.f.) C.B.Clarke,Bulbostylis erratica,Bulbostylis,Bulbostylis
559514,Tripogandra Raf.,Callisia Loefl.,Callisia Loefl.,Callisia Loefl.,,Tripogandra Raf.,,Callisia,Tripogandra
559708,Cannomois schlechteri Mast.,Cannomois parviflora (Thunb.) Pillans,Cannomois parviflora (Thunb.) Pillans,Cannomois parviflora (Thunb.) Pillans,Cannomois parviflora,Cannomois schlechteri Mast.,Cannomois schlechteri,Cannomois,Cannomois
559712,Cannomois spicata Mast.,Cannomois parviflora (Thunb.) Pillans,Cannomois parviflora (Thunb.) Pillans,Cannomois parviflora (Thunb.) Pillans,Cannomois parviflora,Cannomois spicata Mast.,Cannomois spicata,Cannomois,Cannomois
559940,Carex alta var. gymnocarpa H.Lév. & Vaniot,Carex alta Boott,Carex alta Boott,Carex alta Boott,Carex alta,Carex rochebrunei subsp. rochebrunei,Carex rochebrunei,Carex,Carex
559979,Carex berteroana Desv.,Carex aphylla Kunth,Carex aphylla Kunth,Carex aphylla Kunth,Carex aphylla,Carex pungens Boeckeler,Carex pungens,Carex,Carex
560012,Carex ligata var. formosensis (H.Lév. & Vaniot) Kük.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis,Carex,Carex
560013,Carex ligata subsp. formosensis (H.Lév. & Vaniot) T.Koyama,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis,Carex,Carex
560014,Carex kelungensis Hayata,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis,Carex,Carex
560015,Carex formosensis H.Lév. & Vaniot,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis,Carex,Carex
560017,Carex shimotsukensis Honda,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis,Carex,Carex
560043,Carex cylindrica Miel. ex Kunth,Carex atrata subsp. atrata,Carex atrata subsp. atrata,Carex atrata subsp. atrata,Carex atrata,Carex aterrima subsp. aterrima,Carex aterrima,Carex,Carex
560048,Carex paishanensis Nakai,Carex atrata subsp. atrata,Carex atrata subsp. atrata,Carex atrata subsp. atrata,Carex atrata,Carex eleusinoides Turcz. ex Kunth,Carex eleusinoides,Carex,Carex
560885,Carex brachyphylla Turcz.,Carex ericetorum Pollich,Carex ericetorum Pollich,Carex ericetorum Pollich,Carex ericetorum,Carex melanocarpa Cham. ex Trautv.,Carex melanocarpa,Carex,Carex
560920,Carex rouyana Franch.,Carex egena H.Lév. & Vaniot,Carex egena H.Lév. & Vaniot,Carex egena H.Lév. & Vaniot,Carex egena,Carex rouyana Franch.,Carex rouyana,Carex,Carex
561161,Carex soriofkensis H.Lév. & Vaniot,Carex glareosa subsp. glareosa,Carex glareosa subsp. glareosa,Carex glareosa subsp. glareosa,Carex glareosa,Carex mackenziei V.I.Krecz.,Carex mackenziei,Carex,Carex
561457,Carex albidibasis T.Koyama,Carex japonica Thunb.,Carex japonica Thunb.,Carex japonica Thunb.,Carex japonica,Carex albidibasis T.Koyama,Carex albidibasis,Carex,Carex
561462,Carex patens Franch.,Carex japonica Thunb.,Carex japonica Thunb.,Carex japonica Thunb.,Carex japonica,Carex doniana Spreng.,Carex doniana,Carex,Carex
561493,Carex kirkii var. membranacea Kük.,Carex kirkii var. kirkii,Carex kirkii var. kirkii,Carex kirkii var. kirkii,Carex kirkii,Carex ambita K.A.Ford,Carex ambita,Carex,Carex
561563,Carex holotricha Ohwi,Carex lasiolepis Franch.,Carex lasiolepis Franch.,Carex lasiolepis Franch.,Carex lasiolepis,Carex holotricha Ohwi,Carex holotricha,Carex,Carex
562091,Carex oligosperma var. tsuishikarensis (Koidz. & Ohwi) B.Boivin,Carex oligosperma Michx.,Carex oligosperma Michx.,Carex oligosperma Michx.,Carex oligosperma,Carex tsuishikarensis Koidz. & Ohwi,Carex tsuishikarensis,Carex,Carex
562095,Carex tsuishikarensis Koidz. & Ohwi,Carex oligosperma Michx.,Carex oligosperma Michx.,Carex oligosperma Michx.,Carex oligosperma,Carex tsuishikarensis Koidz. & Ohwi,Carex tsuishikarensis,Carex,Carex
562189,Carex binata Poir.,Carex parviflora Host,Carex parviflora Host,Carex parviflora Host,Carex parviflora,Carex distachya Desf.,Carex distachya,Carex,Carex
562254,Carex chlorolepis Steud.,Carex phalaroides Kunth,Carex phalaroides Kunth,Carex phalaroides Kunth,Carex phalaroides,Carex chlorolepis Steud.,Carex chlorolepis,Carex,Carex
562270,Carex planiculmis var. urasawae Ohwi,Carex planiculmis Kom.,Carex planiculmis Kom.,Carex planiculmis Kom.,Carex planiculmis,Carex albidibasis T.Koyama,Carex albidibasis,Carex,Carex
562396,Carex chuana F.T.Wang & Tang ex P.C.Li,Carex radicalis Boott,Carex radicalis Boott,Carex radicalis Boott,Carex radicalis,Carex chuana F.T.Wang & Tang ex P.C.Li,Carex chuana,Carex,Carex
562753,Carex uber Ohwi,Carex sociata Boott,Carex sociata Boott,Carex sociata Boott,Carex sociata,Carex uber Ohwi,Carex uber,Carex,Carex
562794,Carex funhuangshanica F.T.Wang & Tang ex P.C.Li,Carex speciosa subsp. speciosa,Carex speciosa subsp. speciosa,Carex speciosa subsp. speciosa,Carex speciosa,Carex funhuangshanica F.T.Wang & Tang ex P.C.Li,Carex funhuangshanica,Carex,Carex
562964,Carex koidzumiana Ohwi,Carex thunbergii Steud.,Carex thunbergii Steud.,Carex thunbergii Steud.,Carex thunbergii,Carex appendiculata (Trautv. & C.A.Mey.) Kük.,Carex appendiculata,Carex,Carex
563002,Carex dissitispicula Ohwi,Carex toyoshimae Tuyama,Carex toyoshimae Tuyama,Carex toyoshimae Tuyama,Carex toyoshimae,Carex kujuzana Ohwi,Carex kujuzana,Carex,Carex
563004,Carex kunioi T.Koyama,Carex toyoshimae Tuyama,Carex toyoshimae Tuyama,Carex toyoshimae Tuyama,Carex toyoshimae,Carex kujuzana Ohwi,Carex kujuzana,Carex,Carex
563030,Carex reicheana Boeckeler,Carex trichodes Steud.,Carex trichodes Steud.,Carex trichodes Steud.,Carex trichodes,Carex reicheana Boeckeler,Carex reicheana,Carex,Carex
563100,Carex lucidula Franch.,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa,Carex sabynensis var. rostrata (Maxim.) Ohwi,Carex sabynensis,Carex,Carex
563101,Carex recticulmis Franch.,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa,Carex sabynensis var. sabynensis,Carex sabynensis,Carex,Carex
563297,Asterochaete Nees,Carpha Banks & Sol. ex R.Br.,Carpha Banks & Sol. ex R.Br.,Carpha Banks & Sol. ex R.Br.,,Asterochaete Nees,,Carpha,Asterochaete
563472,Cheirostylis micrantha Schltr.,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda,Cheirostylis gymnochiloides (Ridl.) Rchb.f.,Cheirostylis gymnochiloides,Cheirostylis,Cheirostylis
563476,Zeuxine sambiranoensis Schltr.,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda,Cheirostylis gymnochiloides (Ridl.) Rchb.f.,Cheirostylis gymnochiloides,Cheirostylis,Cheirostylis
563478,Cheirostylis humblotii Rchb.f.,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda,Cheirostylis gymnochiloides (Ridl.) Rchb.f.,Cheirostylis gymnochiloides,Cheirostylis,Cheirostylis
563480,Monochilus gymnochiloides Ridl.,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda,Cheirostylis gymnochiloides (Ridl.) Rchb.f.,Cheirostylis gymnochiloides,Cheirostylis,Cheirostylis
563701,Commelina polyspatha Wight,Commelina obliqua Vahl,Commelina obliqua Vahl,Commelina obliqua Vahl,Commelina obliqua,Commelina paludosa Blume,Commelina paludosa,Commelina,Commelina
563757,Commelina nervosa Ruiz & Pav.,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa,Commelina fasciculata Ruiz & Pav.,Commelina fasciculata,Commelina,Commelina
563758,Commelina nilagirica Steud. ex C.B.Clarke,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa,Commelina clavata C.B.Clarke,Commelina clavata,Commelina,Commelina
563763,Commelina fasciculata Ruiz & Pav.,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa,Commelina fasciculata Ruiz & Pav.,Commelina fasciculata,Commelina,Commelina
563765,Commelina glabra Baker,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa,Commelina fasciculata Ruiz & Pav.,Commelina fasciculata,Commelina,Commelina
563766,Commelina gracilis Hook.,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa L.,Commelina tuberosa,Commelina fasciculata Ruiz & Pav.,Commelina fasciculata,Commelina,Commelina
563772,Commelina paludosa var. mathewii (C.B.Clarke) R.S.Rao & Kammathy,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata,Commelina maculata Edgew.,Commelina maculata,Commelina,Commelina
563773,Commelina obliqua f. mathewii (C.B.Clarke) Hochr.,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata,Commelina maculata Edgew.,Commelina maculata,Commelina,Commelina
563775,Commelina obliqua var. mathewii C.B.Clarke,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata,Commelina maculata Edgew.,Commelina maculata,Commelina,Commelina
563776,Commelina longifolia Thwaites,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata,Commelina kurzii C.B.Clarke,Commelina kurzii,Commelina,Commelina
563777,Commelina kurzii C.B.Clarke,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata,Commelina kurzii C.B.Clarke,Commelina kurzii,Commelina,Commelina
563778,Commelina striata Edgew.,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata R.Br.,Commelina undulata,Commelina ensifolia R.Br.,Commelina ensifolia,Commelina,Commelina
563835,Acinax Raf.,Costus L.,Costus L.,Costus L.,,Amomum Roxb.,,Costus,Amomum
564034,Cyanotis nilagirica Hassk.,Cyanotis arachnoidea C.B.Clarke,Cyanotis arachnoidea C.B.Clarke,Cyanotis arachnoidea C.B.Clarke,Cyanotis arachnoidea,Cyanotis nilagirica Hassk.,Cyanotis nilagirica,Cyanotis,Cyanotis
564064,Tillandsia decumbens Forssk.,Cyanotis fasciculata (B.Heyne ex Roth) Schult. & Schult.f.,Cyanotis fasciculata (B.Heyne ex Roth) Schult. & Schult.f.,Cyanotis fasciculata (B.Heyne ex Roth) Schult. & Schult.f.,Cyanotis fasciculata,Cyanotis foecunda DC. ex Hassk.,Cyanotis foecunda,Cyanotis,Cyanotis
564070,Cyanotis racemosa B.Heyne ex Hassk.,Cyanotis lanceolata Wight,Cyanotis lanceolata Wight,Cyanotis lanceolata Wight,Cyanotis lanceolata,Cyanotis racemosa B.Heyne ex Hassk.,Cyanotis racemosa,Cyanotis,Cyanotis
564225,Kyllinga polyphylla subsp. babiensis Wad.Khan & Lakshmin.,Cyperus aromaticus (Ridl.) Mattf. & Kük.,Cyperus aromaticus (Ridl.) Mattf. & Kük.,Cyperus aromaticus (Ridl.) Mattf. & Kük.,Cyperus aromaticus,Cyperus brevifolius f. babiensis (Wad.Khan & Lakshmin.) V.P.Prasad,Cyperus brevifolius,Cyperus,Cyperus
564332,Cyperus falcatus Ehrenb. ex Boeckeler,Cyperus conglomeratus subsp. conglomeratus,Cyperus conglomeratus subsp. conglomeratus,Cyperus conglomeratus subsp. conglomeratus,Cyperus conglomeratus,Cyperus falcatus Ehrenb. ex Boeckeler,Cyperus falcatus,Cyperus,Cyperus
564390,Mariscus viridis Hochst. ex Schweinf.,Cyperus cruentus Rottb.,Cyperus cruentus Rottb.,Cyperus cruentus Rottb.,Cyperus cruentus,Cyperus dubius var. dubius,Cyperus dubius,Cyperus,Cyperus
565022,Cyperus tenuior Engelm.,Cyperus odoratus subsp. odoratus,Cyperus odoratus subsp. odoratus,Cyperus odoratus L.,Cyperus odoratus,Cyperus engelmannii Steud.,Cyperus engelmannii,Cyperus,Cyperus
565166,Cyperus engelmannii Steud.,Cyperus odoratus subsp. odoratus,Cyperus odoratus subsp. odoratus,Cyperus odoratus L.,Cyperus odoratus,Cyperus engelmannii Steud.,Cyperus engelmannii,Cyperus,Cyperus
565322,Cyperus reflexus var. fraternus (Kunth) Kuntze,Cyperus reflexus Vahl,Cyperus reflexus Vahl,Cyperus reflexus Vahl,Cyperus reflexus,Cyperus fraternus Kunth,Cyperus fraternus,Cyperus,Cyperus
565335,Cyperus fraternus Kunth,Cyperus reflexus Vahl,Cyperus reflexus Vahl,Cyperus reflexus Vahl,Cyperus reflexus,Cyperus fraternus Kunth,Cyperus fraternus,Cyperus,Cyperus
566247,Dyckia tomentosa Mez,Dyckia maritima Baker,Dyckia maritima Baker,Dyckia maritima Baker,Dyckia maritima,Dyckia tomentosa Mez,Dyckia tomentosa,Dyckia,Dyckia
566593,Scirpus equisetiformis Meinsh.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa,Eleocharis equisetiformis (Meinsh.) B.Fedtsch.,Eleocharis equisetiformis,Eleocharis,Eleocharis
566596,Eleocharis equisetiformis (Meinsh.) B.Fedtsch.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa,Eleocharis equisetiformis (Meinsh.) B.Fedtsch.,Eleocharis equisetiformis,Eleocharis,Eleocharis
566989,Scirpus scheuchzeri Hartmann,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri,Eleocharis quinqueflora (Hartmann) O.Schwarz,Eleocharis quinqueflora,Eriophorum,Eleocharis
