,taxon_name_w_authors,v10_11_12_13_14_15_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species
515033,Euphorbia interaxillaris Fernald,Euphorbia stictospora Engelm.,Euphorbia stictospora Engelm.,Euphorbia stictospora Engelm.,Euphorbia stictospora,Euphorbia stictospora var. stictospora,Euphorbia stictospora
515034,Chamaesyce stictospora var. texensis Fedde,Euphorbia stictospora Engelm.,Euphorbia stictospora Engelm.,Euphorbia stictospora Engelm.,Euphorbia stictospora,Euphorbia stictospora var. stictospora,Euphorbia stictospora
515035,Chamaesyce interaxillaris (Fernald) Millsp.,Euphorbia stictospora Engelm.,Euphorbia stictospora Engelm.,Euphorbia stictospora Engelm.,Euphorbia stictospora,Euphorbia stictospora var. stictospora,Euphorbia stictospora
515036,Anisophyllum senile Klotzsch & Garcke,Euphorbia stictospora Engelm.,Euphorbia stictospora Engelm.,Euphorbia stictospora Engelm.,Euphorbia stictospora,Euphorbia stictospora var. stictospora,Euphorbia stictospora
515514,Catesbaea vavassorii Spreng.,Exostema spinosum subsp. spinosum,Exostema spinosum subsp. spinosum,Exostema spinosum subsp. spinosum,Exostema spinosum,Exostema spinosum (Le Vavass.) Krug & Urb.,Exostema spinosum
515584,Fagus hohenackeri Palib. ex Grossh.,Fagus orientalis Lipsky,Fagus orientalis Lipsky,Fagus orientalis Lipsky,Fagus orientalis,Fagus hohenackeriana Palib.,Fagus hohenackeriana
515585,Fagus hohenackeriana Palib.,Fagus orientalis Lipsky,Fagus orientalis Lipsky,Fagus orientalis Lipsky,Fagus orientalis,Fagus hohenackeriana Palib.,Fagus hohenackeriana
515600,Fagus sylvatica f. dawycki Hesse,Fagus × taurica Popl.,Fagus × taurica Popl.,Fagus × taurica Popl.,Fagus × taurica,Fagus × dawycki (Hesse) Anon.,Fagus × dawycki
515602,Fagus sylvatica subsp. moesiaca (K.Malý) Szafer,Fagus × taurica Popl.,Fagus × taurica Popl.,Fagus × taurica Popl.,Fagus × taurica,Fagus sylvatica L.,Fagus sylvatica
515603,Fagus sylvatica f. moesiaca K.Malý,Fagus × taurica Popl.,Fagus × taurica Popl.,Fagus × taurica Popl.,Fagus × taurica,Fagus sylvatica L.,Fagus sylvatica
515701,Faramea costata Steyerm.,Faramea sessiliflora Aubl.,Faramea sessiliflora Aubl.,Faramea sessiliflora Aubl.,Faramea sessiliflora,Faramea sessilifolia (Kunth) DC.,Faramea sessilifolia
516233,Galium acutum var. trichanthum Cufod.,Galium acutum var. acutum,Galium acutum var. acutum,Galium acutum var. acutum,Galium acutum,Galium megacyttarion var. trichanthum (Cufod.) R.Bhattacharjee,Galium megacyttarion
516832,Galium mollugo var. nemorale Heintze,Galium mollugo L.,Galium mollugo L.,Galium mollugo L.,Galium mollugo,Galium mollugo subsp. mollugo,Galium mollugo
517013,Galium sylvestre subsp. commutatum (Jord.) Nyman,Galium pumilum Murray,Galium pumilum Murray,Galium pumilum Murray,Galium pumilum,Galium marchandii Roem. & Schult.,Galium marchandii
517052,Galium commutatum Jord.,Galium pumilum Murray,Galium pumilum Murray,Galium pumilum Murray,Galium pumilum,Galium marchandii Roem. & Schult.,Galium marchandii
517258,Galium uruguayense var. echinulatum Bacigalupo,Galium uruguayense Bacigalupo,Galium uruguayense Bacigalupo,Galium uruguayense Bacigalupo,Galium uruguayense,Galium uruguayense var. echinulatum Bacigalupo,Galium uruguayense
517651,Prasophyllum laminatum Fitzg.,Genoplesium rufum (R.Br.) D.L.Jones & M.A.Clem.,Genoplesium rufum (R.Br.) D.L.Jones & M.A.Clem.,Genoplesium rufum (R.Br.) D.L.Jones & M.A.Clem.,Genoplesium rufum,Genoplesium laminatum (Fitzg.) M.A.M.Renner,Genoplesium laminatum
517652,Corunastylis laminata (Fitzg.) D.L.Jones & M.A.Clem.,Genoplesium rufum (R.Br.) D.L.Jones & M.A.Clem.,Genoplesium rufum (R.Br.) D.L.Jones & M.A.Clem.,Genoplesium rufum (R.Br.) D.L.Jones & M.A.Clem.,Genoplesium rufum,Genoplesium laminatum (Fitzg.) M.A.M.Renner,Genoplesium laminatum
517768,Agyneia L.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
517769,Zarcoa Llanos,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
517771,Glochidionopsis Blume,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
517772,Bradleia Banks ex Gaertn.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
517773,Glochisandra Wight,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
517774,Coccoglochidion K.Schum.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
517775,Gynoon A.Juss.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
517776,Episteira Raf.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
517777,Lobocarpus Wight & Arn.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
517778,Tetraglochidion K.Schum.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,
518058,Gomphostemma scortechinii Prain,Gomphostemma javanicum (Blume) Benth.,Gomphostemma javanicum (Blume) Benth.,Gomphostemma javanicum (Blume) Benth.,Gomphostemma javanicum,Gomphostemma javanicum var. scortechinii (Prain) Kiew,Gomphostemma javanicum
518059,Gomphostemma lacteum Ridl.,Gomphostemma javanicum (Blume) Benth.,Gomphostemma javanicum (Blume) Benth.,Gomphostemma javanicum (Blume) Benth.,Gomphostemma javanicum,Gomphostemma javanicum var. lacteum (Ridl.) Kiew,Gomphostemma javanicum
518107,Gongora maculata var. tricolor Lindl.,Gongora fulva Lindl.,Gongora fulva Lindl.,Gongora fulva Lindl.,Gongora fulva,Gongora tricolor (Lindl.) Rchb.f.,Gongora tricolor
518442,Gunnarella Senghas,Bogoria J.J.Sm.,Bogoria J.J.Sm.,Bogoria J.J.Sm.,,Gunnarella Senghas,
518443,Gymnadenia conopsea var. neglecta Vöth,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea,Gymnadenia densiflora (Wahlenb.) A.Dietr.,Gymnadenia densiflora
518463,Gymnadenia conopsea subsp. montana Bisse,"Gymnadenia borealis (Druce) R.M.Bateman, Pridgeon & M.W.Chase","Gymnadenia borealis (Druce) R.M.Bateman, Pridgeon & M.W.Chase","Gymnadenia borealis (Druce) R.M.Bateman, Pridgeon & M.W.Chase",Gymnadenia borealis,Gymnadenia densiflora (Wahlenb.) A.Dietr.,Gymnadenia densiflora
518464,Gymnadenia conopsea var. montana (Bisse) Soó,"Gymnadenia borealis (Druce) R.M.Bateman, Pridgeon & M.W.Chase","Gymnadenia borealis (Druce) R.M.Bateman, Pridgeon & M.W.Chase","Gymnadenia borealis (Druce) R.M.Bateman, Pridgeon & M.W.Chase",Gymnadenia borealis,Gymnadenia densiflora (Wahlenb.) A.Dietr.,Gymnadenia densiflora
518544,Orchis nigra var. flore-rosea DC.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia widderi (Teppner & E.Klein) Teppner & E.Klein,Gymnadenia widderi
518545,× Gymnigritella megastachya (A.Kern.) E.G.Camus,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia austriaca (Teppner & E.Klein) P.Delforge,Gymnadenia austriaca
518546,Nigritella angustifolia f. longibracteata Beck,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia austriaca (Teppner & E.Klein) P.Delforge,Gymnadenia austriaca
518547,Nigritella nigra f. longibracteata (Beck) Soó,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia austriaca (Teppner & E.Klein) P.Delforge,Gymnadenia austriaca
518548,Gymnadenia nigra var. longibracteata (Beck) Wettst.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia austriaca (Teppner & E.Klein) P.Delforge,Gymnadenia austriaca
518549,Nigritella suaveolens var. nigroconopsea Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia austriaca (Teppner & E.Klein) P.Delforge,Gymnadenia austriaca
518550,Nigritella fragrans var. megastachya (A.Kern.) Rouy,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia austriaca (Teppner & E.Klein) P.Delforge,Gymnadenia austriaca
518551,Orchis variegata Schrank,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia austriaca (Teppner & E.Klein) P.Delforge,Gymnadenia austriaca
518553,Nigritella megastachya A.Kern.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia austriaca (Teppner & E.Klein) P.Delforge,Gymnadenia austriaca
518555,Nigritella hybrida Schur,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra (L.) Rchb.f.,Gymnadenia nigra,Gymnadenia austriaca (Teppner & E.Klein) P.Delforge,Gymnadenia austriaca
518558,Gymnadenia conopsea subsp. pyrenaica (Philippe) K.Richt.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea
518559,Orchis pyrenaica Philippe,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea
518560,Gymnadenia conopsea proles pyrenaica (Philippe) Rouy,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea
518562,Gymnadenia odoratissima subsp. suaveolens (Vill.) Gand.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,Gymnadenia × suaveolens (Vill.) Rchb.f.,Gymnadenia × suaveolens
518563,Gymnadenia odoratissima var. pyrenaica (Philippe) P.Delforge,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea
518570,Gymnadenia conopsea var. pyrenaica (Philippe) Nyman,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea
518571,Gymnadenia odoratissima var. heteroglossa Rchb.f.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,× Chamodenia heteroglossa (Rchb.f.) Peitz,× Chamodenia heteroglossa
518574,Gymnadenia odoratissima subsp. longicalcarata C.E.Hermos. & Sabando,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea
518577,Gymnadenia pyrenaica (Philippe) Giraudias,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea
518774,Habenaria laciniata Dalzell,Habenaria digitata Lindl.,Habenaria digitata Lindl.,Habenaria digitata Lindl.,Habenaria digitata,Habenaria laciniata Dalzell,Habenaria laciniata
518849,Habenaria modesta Dalzell,Habenaria furcifera Lindl.,Habenaria furcifera Lindl.,Habenaria furcifera Lindl.,Habenaria furcifera,Habenaria modesta Dalzell,Habenaria modesta
518850,Habenaria ovalifolia Wight,Habenaria furcifera Lindl.,Habenaria furcifera Lindl.,Habenaria furcifera Lindl.,Habenaria furcifera,Habenaria modesta Dalzell,Habenaria modesta
519400,Hancornia gardneri (A.DC.) Miers,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519401,Echites glaucus Roem. & Schult.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519402,Hancornia pubescens Nees & Mart.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. pubescens (Nees & Mart.) Müll.Arg.,Hancornia speciosa
519403,Hancornia pubescens var. gardneri A.DC.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519404,Hancornia pubescens f. glabrata Markgr.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519406,Hancornia speciosa var. cuyabensis Malme,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519407,Hancornia speciosa var. gardneri (A.DC.) Müll.Arg.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519408,Hancornia speciosa var. lundii A.DC.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519409,Hancornia speciosa var. maximiliani A.DC.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519410,Hancornia speciosa var. minor Müll.Arg.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519411,Hancornia speciosa f. glabrata Markgr.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519412,Hancornia speciosa var. stenophylla Müll.Arg.,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa Gomes,Hancornia speciosa,Hancornia speciosa var. speciosa,Hancornia speciosa
519706,Hedyotis uncinella var. cephalophora Craib,Hedyotis uncinella Hook. & Arn.,Hedyotis uncinella Hook. & Arn.,Hedyotis uncinella Hook. & Arn.,Hedyotis uncinella,Hedyotis cephalophora (Craib) M.D.Yuan & R.J.Wang,Hedyotis cephalophora
520300,Vanda watsonii Rolfe,Holcoglossum subulifolium (Rchb.f.) Christenson,Holcoglossum subulifolium (Rchb.f.) Christenson,Holcoglossum subulifolium (Rchb.f.) Christenson,Holcoglossum subulifolium,Holcoglossum watsonii (Rolfe) J.M.H.Shaw,Holcoglossum watsonii
520472,Pinelia lehmanniana Kraenzl.,Homalopetalum pumilio (Rchb.f.) Schltr.,Homalopetalum pumilio (Rchb.f.) Schltr.,Homalopetalum pumilio (Rchb.f.) Schltr.,Homalopetalum pumilio,Homalopetalum lehmannianum (Kraenzl.) Schltr.,Homalopetalum lehmannianum
520473,Homalopetalum lehmannianum (Kraenzl.) Schltr.,Homalopetalum pumilio (Rchb.f.) Schltr.,Homalopetalum pumilio (Rchb.f.) Schltr.,Homalopetalum pumilio (Rchb.f.) Schltr.,Homalopetalum pumilio,Homalopetalum lehmannianum (Kraenzl.) Schltr.,Homalopetalum lehmannianum
520476,Restrepia lehmanniana (Kraenzl.) Schltr.,Homalopetalum pumilio (Rchb.f.) Schltr.,Homalopetalum pumilio (Rchb.f.) Schltr.,Homalopetalum pumilio (Rchb.f.) Schltr.,Homalopetalum pumilio,Homalopetalum lehmannianum (Kraenzl.) Schltr.,Homalopetalum lehmannianum
521033,Iguanura tenuis var. khaosokensis C.K.Lim,Iguanura polymorpha Becc.,Iguanura polymorpha Becc.,Iguanura polymorpha Becc.,Iguanura polymorpha,Iguanura tenuis Hodel,Iguanura tenuis
521098,Isochilus major var. amparoanus (Schltr.) Correll,Isochilus chiriquensis Schltr.,Isochilus chiriquensis Schltr.,Isochilus chiriquensis Schltr.,Isochilus chiriquensis,Isochilus amparoanus Schltr.,Isochilus amparoanus
521099,Isochilus amparoanus Schltr.,Isochilus chiriquensis Schltr.,Isochilus chiriquensis Schltr.,Isochilus chiriquensis Schltr.,Isochilus chiriquensis,Isochilus amparoanus Schltr.,Isochilus amparoanus
521223,Rabdosia irrorata var. rungshiaensis C.Y.Wu & H.W.Li,Isodon irroratus (Forrest ex Diels) Kudô,Isodon irroratus (Forrest ex Diels) Kudô,Isodon irroratus (Forrest ex Diels) Kudô,Isodon irroratus,Isodon rungshiaensis (C.Y.Wu & H.W.Li) Y.P.Chen & C.L.Xiang,Isodon rungshiaensis
521224,Plectranthus maximowiczii Miq.,Isodon glaucocalyx (Maxim.) Kudô,Isodon glaucocalyx (Maxim.) Kudô,Isodon glaucocalyx (Maxim.) Kudô,Isodon glaucocalyx,Isodon glaucocalyx var. japonicus (Maxim.) Kudô,Isodon glaucocalyx
521421,Ixora andamanensis Bremek.,Ixora barbata Roxb. ex Sm.,Ixora barbata Roxb. ex Sm.,Ixora barbata Roxb. ex Sm.,Ixora barbata,Ixora andamanensis Bremek.,Ixora andamanensis
521449,Ixora capituliflora Bremek.,Ixora finlaysoniana Wall. ex G.Don,Ixora finlaysoniana Wall. ex G.Don,Ixora finlaysoniana Wall. ex G.Don,Ixora finlaysoniana,Ixora capituliflora Bremek.,Ixora capituliflora
521511,Ixora predeepii Balan & S.Harikr.,Ixora cuneifolia Roxb.,Ixora cuneifolia Roxb.,Ixora cuneifolia Roxb.,Ixora cuneifolia,Ixora cuneifolia var. cuneifolia,Ixora cuneifolia
521602,Ixora katchalensis T.Husain & S.R.Paul,Ixora barbata Roxb. ex Sm.,Ixora barbata Roxb. ex Sm.,Ixora barbata Roxb. ex Sm.,Ixora barbata,Ixora katchalensis T.Husain & S.R.Paul,Ixora katchalensis
521775,Ixora ulei K.Krause,Ixora sparsifolia K.Krause,Ixora sparsifolia K.Krause,Ixora sparsifolia K.Krause,Ixora sparsifolia,Ixora panurensis Müll.Arg.,Ixora panurensis
521897,Jatropha matacensis Castell.,Jatropha excisa Griseb.,Jatropha excisa Griseb.,Jatropha excisa Griseb.,Jatropha excisa,Jatropha flavovirens Pax & K.Hoffm.,Jatropha flavovirens
521910,Jatropha flavovirens Pax & K.Hoffm.,Jatropha excisa Griseb.,Jatropha excisa Griseb.,Jatropha excisa Griseb.,Jatropha excisa,Jatropha flavovirens Pax & K.Hoffm.,Jatropha flavovirens
522471,Oldenlandia pusilla Rottler,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata,Oldenlandia pusilla Rottler,Oldenlandia pusilla
522474,Hedyotis brachiata Wight,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata,Oldenlandia pusilla Rottler,Oldenlandia pusilla
522816,Zornia Moench,Dracocephalum L.,Dracocephalum L.,Dracocephalum L.,,Dracocephalum canescens L.,Dracocephalum canescens
523423,Lavandula × sennenii Font Quer,Lavandula × cadevallii Sennen,Lavandula × cadevallii Sennen,Lavandula × cadevallii Sennen,Lavandula × cadevallii,Lavandula × cadevallii nothosubsp. cadevallii,Lavandula × cadevallii
523424,Lavandula stoechas subsp. font-queri Rozeira,Lavandula × cadevallii Sennen,Lavandula × cadevallii Sennen,Lavandula × cadevallii Sennen,Lavandula × cadevallii,Lavandula × cadevallii nothosubsp. cadevallii,Lavandula × cadevallii
523425,Lavandula pannosa f. sennenii (Font Quer) P.Silva,Lavandula × cadevallii Sennen,Lavandula × cadevallii Sennen,Lavandula × cadevallii Sennen,Lavandula × cadevallii,Lavandula × cadevallii nothosubsp. cadevallii,Lavandula × cadevallii
523459,Lavandula stoechas subsp. sampaiana Rozeira,Lavandula pedunculata (Mill.) Cav.,Lavandula pedunculata (Mill.) Cav.,Lavandula pedunculata (Mill.) Cav.,Lavandula pedunculata,Lavandula pedunculata subsp. pedunculata,Lavandula pedunculata
523521,Leidesia capensis (L.f.) Müll.Arg.,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens,Didymodoxa capensis (L.f.) Friis & Wilmot-Dear,Didymodoxa capensis
523526,Mercurialis capensis (L.f.) Spreng. ex Sond.,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens,Didymodoxa capensis (L.f.) Friis & Wilmot-Dear,Didymodoxa capensis
523595,Hybochilus Schltr.,Leochilus Knowles & Westc.,Leochilus Knowles & Westc.,Leochilus Knowles & Westc.,,Trichocentrum Poepp. & Endl.,
523705,Leptospermum floribundum Jungh.,Leptospermum J.R.Forst. & G.Forst.,Leptospermum J.R.Forst. & G.Forst.,Leptospermum J.R.Forst. & G.Forst.,,Leptospermum javanicum Blume,Leptospermum javanicum
524319,Andrachne cavaleriei H.Lév.,Leptopus chinensis (Bunge) Pojark.,Leptopus chinensis (Bunge) Pojark.,Leptopus chinensis (Bunge) Pojark.,Leptopus chinensis,Lysimachia capillipes var. cavaleriei (H.Lév.) Hand.-Mazz.,Lysimachia capillipes
524324,Leptospermopsis S.Moore,Leptospermum J.R.Forst. & G.Forst.,Leptospermum J.R.Forst. & G.Forst.,Leptospermum J.R.Forst. & G.Forst.,,Leptospermopsis S.Moore,
524709,Sipanea limnophila Spruce ex Hook.f.,Limnosipanea spruceana Hook.f.,Limnosipanea spruceana Hook.f.,Limnosipanea spruceana Hook.f.,Limnosipanea spruceana,Limnosipanea spruceana var. spruceana,Limnosipanea spruceana
524711,Limnosipanea ternifolia Pittier,Limnosipanea spruceana Hook.f.,Limnosipanea spruceana Hook.f.,Limnosipanea spruceana Hook.f.,Limnosipanea spruceana,Limnosipanea spruceana var. spruceana,Limnosipanea spruceana
524712,Limnosipanea guaricensis Pittier,Limnosipanea spruceana Hook.f.,Limnosipanea spruceana Hook.f.,Limnosipanea spruceana Hook.f.,Limnosipanea spruceana,Limnosipanea spruceana var. spruceana,Limnosipanea spruceana
